id,overview_eng,labels
7269079,"As the Alola Pokémon League continues, it’s time to decide on four more competitors to move to the next round! First up is Sophocles and Vikavolt against Mina and Ribombee, and while Ribombee is powerful, it’s no match for Vikavolt’s Signal Beam! Then, it’s a Team Rocket showdown as James and Mareanie take on Jessie and Wobbuffet. The match is close, but James decides to give it his all—and wins! After that, Kiawe and Marowak defeat Acerola and Rapooh in a ghostly clash, and Lillie and Snowy face off against Gladion and Umbreon. Lillie’s skills are impressive, but Gladion still pulls off the win. On to the next round!",[]
7269082,"Rowlet is determined to battle Decidueye in Ash’s Alola Pokémon League quarterfinals match against Hau, but first it needs some additional training. And just in the nick of time, Toucannon and its flock arrive to teach Rowlet a new move! Meanwhile, at Manalo Stadium, Gladion and his Lycanroc defeat James and Mareanie…and then Ash is up next! Rowlet enters the battlefield dressed in a Decidueye costume, which ends up becoming a decoy against the real Decidueye’s Sinister Arrow Raid attack! With Rowlet still standing, how will the rest of the match play out?",[]
7269083,"The Alola Pokémon League quarterfinals continue at a lightning pace, and Ash and Rowlet are in the midst of their battle with Hau and Decidueye. The attacks fly furiously—just like the competitors themselves—until it appears that Rowlet is unable to battle. But Hala notices that Rowlet hasn’t lost yet…it’s actually just sleeping! The battle restarts, and after mastering a new move, Rowlet ends up victorious! Then, Kiawe and Charizard face off against Sophocles and Vikavolt, and the latter two successfully pull off a Z-Move—will Charizard be able to escape the devastating attack?",[]
7307955,"As the Alola Pokémon League quarterfinals rage on, Kiawe and Charizard face off against Sophocles and Vikavolt in the third battle. Both sides show impressive offense and defense, making it clear they’ve trained hard. But Vikavolt’s Wild Charge attack isn’t enough to stop Charizard’s Supersonic Skystrike Z-Move, and Kiawe and Charizard end up on top!

In the fourth match, Lana and Primarina battle Guzma and Golisopod, but Guzma’s intense battling style takes Lana and Primarina by surprise. Despite a valiant effort, Primarina takes significant damage and loses the battle, but everyone agrees Guzma won fair and square.

Next up are the semifinals: Kiawe versus Gladion and Ash versus Guzma!",[]
7307960,"Four Trainers are ready to compete in the Alola Pokémon League semifinals: Ash, Gladion, Guzma, and Kiawe. Mimo has come to cheer Kiawe on, but after getting lost on the way to the stadium, she is confronted by Team Skull! Gladion saves the day—and then goes on to battle her big brother!

The first match of the semifinals reflects much hard work and skill by both Trainers. When Marowak is knocked out, Kiawe brings out Turtonator—and when it defeats Gladion’s Lycanroc, he calls for the mighty beast Silvally! Now it remains to be seen who will emerge victorious and move on!",[]
7307963,"In the first match of the Alola Pokémon League semifinals, Gladion changes Silvally into a Fire type at the perfect moment to withstand Turtonator’s Z-Move and defeat Kiawe! Then, it’s Guzma and Scizor versus Ash and Torracat.

Guzma immediately uses U-turn to switch Scizor out for Golisopod, and the battle seems to be going well. But after taking damage, Golisopod suddenly returns to its Poké Ball, forcing Scizor back into the battle—and directly into the path of Torracat’s Fire Blast! It’s super effective! Scizor is defeated in a single hit, and as Guzma loses his temper and yells at Golisopod, everyone is left to wonder—what will happen next?",[]
7334804,"In the second half of the Alola Pokémon League semifinals, Ash is battling Guzma, whose Golisopod had previously fled the match—resulting in the defeat of Guzma’s other partner, Scizor. With Golisopod back on the battlefield, Guzma begins reliving painful memories of past conflicts and his strained relationship with Professor Kukui. His frustration builds to a fever pitch, but it’s not enough to stop Ash and Pikachu from ruining his “undefeated” record and winning the match. After the battle, though, Plumeria and the Team Skull Grunts express admiration for his effort—giving him the strength to keep going despite his loss.

Next up are the finals: Ash versus Gladion!",[]
7338507,"The Alola Pokémon League finals are underway, with Ash facing off against Gladion! Delia and Professor Oak arrive before the match—just in time to see Meltan evolve into the powerful Melmetal! Melmetal’s strength is awesome, and it takes Gladion and Silvally by surprise on the battlefield. But when Silvally changes into a Fighting type, it soon leaves Melmetal unable to continue. Ash sends in Pikachu, who manages to take down Silvally with a creative strategy, but our heroes are in for a surprise of their own when Gladion’s second battling partner, Lycanroc, is revealed to be Zoroark instead! Now it’s Pikachu versus Zoroark, as the battle continues!",[]
7351029,"As the Alola Pokémon League races toward the finish line, Gladion and Zoroark unleash the Z-Move Never-Ending Nightmare against Pikachu. But Pikachu stops in its tracks to meet the threat head-on with Breakneck Blitz: a strategy that’s pure Ash! The clash of Z-Moves leaves both Pokémon unable to battle, and Ash and Gladion both respond by sending out their Lycanroc for the final stretch of the match. The two Lycanroc battle to new levels of intensity, ending with the first ever Alolan champion!",[]
7360719,"Just as the Champion of the Alola Pokémon League is crowned, an Ultra Wormhole opens above the stadium, and an angry Guzzlord appears.","[('Alola', 'LOCATION'), ('Ultra Wormhole', 'LOC'), ('Guzzlord', 'POKEMON')]"
7370818,"The wayward Guzzlord have been sent back through their Ultra Wormholes, and it’s time for Ash, the first Alola Pokémon League Champion, to have his exhibition match against the Masked Royal! Of course, the Masked Royal’s true identity has been revealed, and everyone is excited to see Ash take on Professor Kukui. The six-versus-six Full Battle begins with Professor Kukui’s Incineroar going up against Ash’s Torracat, but you can bet that the match will take many twists and turns before a winner is decided!",[]
7370819,The Alola Pokémon League’s exhibition match continues with a dizzying array of Pokémon!,[]
7385638,"With three Pokémon left on each side during the Alola Pokémon League’s exhibition match, Ash’s Naganadel is up against Professor Kukui’s Lucario.",[]
7385630,"Ash's exhibition match with Professor Kukui continues, with Tapu Koko having unexpectedly entered the match.","[('Ash', 'CHARACTER'), ('Kukui', 'CHARACTER')]"
7385631,"With the Alola Pokémon League behind them, our heroes are deciding how to spend their upcoming vacation! Kiawe is determined to finally have an all-out battle against Ash, while Sophocles is going to take the first steps toward his dream of becoming an astronaut. Lana plans to help her dad with his ocean research, and Mallow wants to create a menu for Pokémon at the Family Restaurant.",[]
7414128,"With their big vacation on the horizon, the heroes set some life-changing plans into motion.",[]
7422261,"In Pallet Town, a young Ash Ketchum is beside himself with anticipation—he’s going to Professor Oak’s Pokémon Camp! But when the day arrives, he oversleeps, and Professor Oak and the other campers leave without him. Two of the young campers, Goh and Chloe, become separated from the group and encounter the Mythical Pokémon Mew—and Goh vows to catch it someday!

Meanwhile, a once-lonely Pichu is spending its days with a group of friendly Kangaskhan, but when the time comes for it to set off on its own, it suddenly evolves into Pikachu! After some time, Pikachu ends up at Professor Oak’s lab…and the rest is history!","[('Ash', 'CHARACTER'), ('Ketchum', 'CHARACTER'), ('Pokémon Camp', 'ORG'), ('Two', 'CARDINAL'), ('Chloe', 'PERSON'), ('Mew', 'POKEMON'), ('Goh', 'PERSON'), ('Pichu', 'POKEMON'), ('days', 'DATE'), ('Kangaskhan', 'POKEMON'), ('Pikachu', 'POKEMON'), ('Oak', 'PERSON')]"
7434456,"Ash is attending the opening of Professor Cerise’s new research laboratory in Vermilion City, but the day’s events take an unexpected turn when the Legendary Pokémon Lugia appears nearby! Ash rushes to battle it, but when he jumps onto the massive Pokémon’s back, he finds he’s not alone! A boy named Goh is there, too, documenting everything he can about Lugia. The Pokémon takes Ash and Goh on an amazing adventure, with Goh capturing it all on camera. Professor Cerise is so impressed with the results, he offers Ash and Goh positions as research fellows at the lab—which they both gladly accept!","[('day', 'DATE'), ('Lugia', 'POKEMON'), ('Pokémon', 'ORG'), ('Goh', 'PERSON'), ('Cerise', 'PERSON'), ('Ash', 'CHARACTER')]"
7463984,"Ash and Goh are embarking on their first full day as research fellows at Professor Cerise's Laboratory, and the excitement starts right away! There’s an outbreak of Ivysaur and Bulbasaur in Vermilion City, and armed with their new Rotom Phones, our heroes set out to investigate. It turns out the Pokémon are trying to reach a favorite sunbathing spot, but the land is now a construction site for a Gym. Ash and Goh follow as the Pokémon climb the Gym tower—but Team Rocket isn’t far behind! Ash, Pikachu, and the Ivysaur send the trio packing…and then our heroes watch in awe as the triumphant Ivysaur evolve into Venusaur!",[]
7464942,"Ash and Goh head to the Galar region to see a phenomenon where Pokémon grow giant-sized, but it’ll be a while before their train departs. Making the best of the layover, they grab a snack, but a mischievous Scorbunny and a trio of Nickit distract them and make off with their food—along with Ash’s backpack! Our heroes pursue the Pokémon, but when Scorbunny gets caught by an angry shopkeeper, Goh tries to help the Pokémon by claiming to be its Trainer! The shop keeper knows the truth, but he lets the Pokémon go, and Ash and Goh eventually return to the train…with Scorbunny secretly trailing close behind!","[('Goh', 'PERSON'), ('Galar', 'ORG'), ('Nickit', 'POKEMON'), ('Trainer', 'FAC'), ('Pokémon', 'ORG'), ('Ash', 'CHARACTER'), ('Scorbunny', 'POKEMON')]"
7464943,"It’s time for research fellows Ash and Goh to explore the Galar region’s Wild Area, known for Dynamax—a phenomenon in which Pokémon can grow to many times their normal size. Our heroes’ train ride there is filled with anticipation…and that mischievous Scorbunny has secretly come along for the ride.

They come across a Snorlax who suddenly grows to gigantic size and sprawls across a railroad crossing, still fast asleep! As the train speeds toward them, Scorbunny shows up to help. Working together, they get the Dynamax Snorlax out of the way in the nick of time—and Scorbunny convinces Goh to become its Trainer!",[]
7464944,"After catching Scorbunny and learning about his Pokédex, Goh is determined to catch lots more Pokémon! But it’s slow going at first when Scorbunny becomes overly excited, causing Pokémon after Pokémon to flee the commotion. Goh’s luck changes when he focuses on Bug-type Pokémon that live in Kanto, and he catches a Caterpie, Metapod, and Venomoth, followed by a Paras, Parasect, and Butterfree. After several more catches, he has just two Bug-type Pokémon to go: Venonat and Scyther. Goh and Scorbunny battle it out with both, and they succeed! Along with Ash and Pikachu, they return to the Cerise Laboratory, where all of Goh’s new Pokémon settle right in!","[('Pokédex', 'ITEM'), ('first', 'ORDINAL'), ('Kanto', 'GPE'), ('Caterpie', 'POKEMON'), ('Metapod', 'POKEMON'), ('Venomoth', 'POKEMON'), ('Paras', 'POKEMON'), ('Parasect', 'POKEMON'), ('Butterfree', 'POKEMON'), ('two', 'CARDINAL'), ('Venonat', 'POKEMON'), ('Scyther', 'POKEMON'), ('Scorbunny', 'POKEMON'), ('Ash', 'CHARACTER'), ('Pikachu', 'POKEMON'), ('the Cerise Laboratory', 'ORG'), ('Goh', 'PERSON'), ('Pokémon', 'ORG')]"
7464945,"Ash and Goh are off to the Hoenn region to compete in the Battle Frontier Flute Cup, and when they arrive, Goh catches a Taillow! They soon meet Hodge, an imposing Trainer who’s confident he’ll win the competition—and sure enough, his Mightyena quickly defeats Goh’s Scyther and Scorbunny. But it’s a different story in the final round, when Ash and Mimey face off against Hodge and his Hariyama. Mimey’s calm battling style results in a victory, but when it declines to battle Mightyena, Ash sends in Pikachu—who uses a unique strategy to land the final blow and clinch the grand prize for Ash!","[('Hoenn', 'PERSON'), ('the Battle Frontier Flute Cup', 'ORG'), ('Taillow', 'POKEMON'), ('Trainer', 'ORG'), ('Goh', 'PERSON'), ('Scyther', 'POKEMON'), ('Scorbunny', 'POKEMON'), ('Hodge', 'ORG'), ('Hariyama', 'POKEMON'), ('Mimey', 'PERSON'), ('Mightyena', 'POKEMON'), ('Pikachu', 'POKEMON'), ('Ash', 'CHARACTER')]"
7464947,"Ash and Goh are checking out some Tentacool when a Pokémon races toward them from across the sea—it’s an exhausted, ravenous Piplup! They learn that its Trainer, Lauren, has been searching for it after it swam away from her in the Sinnoh region. It turns out the proud Piplup is engaged in a fierce rivalry with Lauren’s other Pokémon, a Croagunk who loves being spoiled. Back in Sinnoh, Piplup challenges Croagunk to a Pokémon Iceberg Race, but Team Rocket throws the event into chaos! When Lauren finds herself in danger, the two Pokémon set aside their differences to save their Trainer—and they become good friends as a result!","[('Ash', 'CHARACTER'), ('Tentacool', 'POKEMON'), ('Sinnoh', 'GPE'), ('Piplup', 'POKEMON'), ('Croagunk', 'POKEMON'), ('Lauren', 'PERSON'), ('two', 'CARDINAL'), ('Pokémon', 'ORG'), ('Trainer', 'FAC')]"
7477073,"Ash and Goh head to Ecruteak City in Johto to investigate rumors of a Ho-Oh sighting, and when they arrive, they see something that looks like Ho-Oh flying in the sky! But it’s actually an imitation created by a boy named Chad, whose grandfather Jaye has been unsuccessfully searching for the Legendary Pokémon for years. Jaye has become convinced that Ho-Oh isn’t real, but Ash knows otherwise. Our heroes accompany Chad and Jaye to the top of Bell Tower, where they call out for Ho-Oh. Nothing happens, but just as Ash, Goh, and Chad start to leave, Jaye takes one last look toward the sky…and finally sees Ho-Oh for himself!","[('Goh', 'PERSON'), ('Johto', 'GPE'), ('the Legendary Pokémon', 'ORG'), ('years', 'DATE'), ('Ho-Oh', 'GPE'), ('Bell Tower', 'FAC'), ('Ash', 'CHARACTER'), ('Chad', 'GPE'), ('Jaye', 'ORG'), ('one', 'CARDINAL')]"
7536250,"After Professor Cerise tells Ash and Goh about a rumor of an island inhabited by Dragonite, our heroes set out to find it. But they get caught in a storm, only to be rescued by a group of Dragonite who take them straight to Dragonite Island! While exploring, they come across a Dragonair who’s having trouble learning how to fly. Determined to help, Ash does some training with Dragonair, and soon it’s flying high. When Team Rocket attacks, it springs into action, evolving into Dragonite to rescue Ash—and then it happily joins his team! Our heroes return to the Cerise Laboratory with some amazing stories…and a new friend!","[('Cerise', 'PERSON'), ('Goh', 'PERSON'), ('Dragonite Island', 'LOC'), ('Dragonair', 'POKEMON'), ('Dragonite', 'POKEMON'), ('Ash', 'CHARACTER'), ('the Cerise Laboratory', 'ORG')]"
7536254,"It’s a typical morning as Professor Cerise and his family prepare for their day, and Yamper is excitedly waiting—it won’t accept food from anyone but Chloe, much to her surprise! Later, at the Cerise Laboratory, an aggressive Gengar is up to no good! As Chloe thinks about her own future, Gengar wreaks havoc in the lab, and no one seems to be able to stop it. When Chloe gets home from school, Gengar turns its attention to her, but Yamper is ready to battle! At her dad’s suggestion, Chloe tells Yamper to use Spark against Gengar—it works, and Chloe and Yamper’s bond is now stronger than ever!",[]
7536256,"The World Coronation Series is here, and Ash and Goh have tickets to watch the final match! In a thrilling battle, Lance of the Kanto Elite Four and his red Gyarados go up against Leon, the undefeated Champion of the Galar region, and his Charizard. The action kicks into high gear when Gyarados becomes Dynamax Gyarados and Charizard becomes Gigantamax Charizard. The two Pokémon trade overwhelming attacks, but Charizard’s G-Max Wildfire stops Gyarados in its tracks, giving Leon yet another victory! But just as the battle wraps up, a Gigantamax Drednaw appears and starts to wreak havoc on the stadium. What will happen next?",[]
7576313,"Following the Pokémon World Coronation Series final, a wild Drednaw has mysteriously Gigantamaxed in Wyndon Stadium. Ash and Goh try to stop it but Pikachu starts getting surrounded by a red light... then, after that, Ash challenges Leon to a battle. With Ash using Pikachu and Leon using Charizard, the battle is fierce. Who will win? The Alola Champion or the World Champion?",[]
7576316,"The Ruins of the Titans have been discovered in the Desert Resort in Unova so Ash & Goh head there to research the ruins. When they get there, they find numerous traps and eventually encounter an expedition team. With their help, they reach the end of the ruins and find a giant Gohlurk. Is this the titan of the ruins?",[]
7594622,"There are some issues at Cerise's laboratory. As such, Ash and Goh have to return home while the systems are being fixed. Goh is happy to see his parents as he hasn't seen them for a while but gets told they can't return home due to a job they have to do. Expecting as much, Goh travels around town and meets a Cubone that is very sad. Goh decides to help the Cubone look for the object that's missing, will he be able to find it?","[('Cerise', 'ORG'), ('Ash', 'CHARACTER'), ('Goh', 'PERSON'), ('Cubone', 'POKEMON')]"
7594625,"Strange phenomenon have been happening at Cerise's Laboratory lately such as rooms getting ramsacked. On hunting down the problem, Ash & Goh find out that the culprit is none other than the Gengar they had encountered previously. Ash & Goh both intend to catch the Gengar but Ash starts acting very weird and even almost falls down the stairs. Is Gengar responsible? Will they stop Gengar?","[(""Cerise's Laboratory"", 'ORG'), ('Ash & Goh', 'ORG'), ('Ash', 'CHARACTER'), ('Gengar', 'POKEMON')]"
7634335,"As Pikachu & Scorbunny are practicing battles, Goh's Darmanitan comes over to try and get Scorbunny to use a Fire-type move. Scorbunny tries to use Ember but it doesn't go well and it gers made fun of. Annoyed, Scorbunny starts practicing the move, with Goh not wanting to help as Goh feels Scorbunny can battle just fine with other moves. This causes friction and Goh & Scorbunny start to fight... Will they make up and will Scorbunny learn to use Fire-type moves?",[]
7634336,"Ash intended to battle the World Champion, Leon again, so he has entered the Pokémon World Coronation Series. To qualify for the final few, he has to battle other trainers who are qualified. To start with, he will face Pisces, the deputy Gym Leader at Vermilion City Gym while Lt. Surge is away. Each trainer uses two Pokémon with Ash picking Pikachu and Gengar and Pisces picking Electrode and Raichu. Will Ash manage to win?",[]
7634337,"Team Rocket have gone to a movie set in order to get a movie role for Jessie. However, when there, a director gets mad at Ditto, a Pokémon that has a role in the movie, as it is struggling with its transforming. Ditto runs away from the set and ends up with Team Rocket who decide to help it become a skilled actor. Meanwhile, Ash & Go have been called upon in order to find the Ditto. Will they get the Ditto back or will it stay with Team Rocket?",[]
7657329,"Professor Cerise is holding a Pokémon Orienteering event at his laboratory where kids will go through various spots to look for Pokémon. Ash and Goh have both been chosen a leaders to guide the children around. Ash gets really focused on the battle part of the event while Goh focuses on catching them, furthering their dreams. However, before too long Lugia appears.","[('Cerise', 'PERSON'), ('Pokémon Orienteering', 'ORG'), ('Pokémon', 'ORG'), ('Ash', 'CHARACTER'), ('Goh', 'PERSON'), ('Lugia', 'POKEMON')]"
7669337,"Goh has taken an interest in Pokémon eggs, as he has never seen one so he and Ash go searching for one. In their search, they come across an egg at the Pokémon Center. This egg has been passed from place to place without it hatching. However, Nurse Joy decides to entrust the egg to Ash. Will Ash be able to get the egg to hatch?",[]
7669339,"Ash & Goh have head to Littleroot Town in Hoenn to investigate the Beautifly migration, which only happens once a year. During this, Goh wants to get another Wurmple and calls to Raboot, but Raboot is disinterested. Later, Raboot sneaks out of the Pokémon Center. Where is it going?",[]
7669344,"There's a problem in the park in Cerise's Laboratory. The food that was to be given to the Pokémon being taken care there has disappeared and the Pokémon have started to fight. Ash & Goh decide to stay there to catch the culprit but as time passes, the fighting gets worse and Cascoon starts to show signs of evolution. As Goh's Golurk goes to protect Cascoon, the seal on its chest comes lose and it goes out of control. Will they be able to find the culprit?",[]
7696965,"Team Rocket have been ordered to take a vacation by Giovanni so they decide to go to the Resort Area of Sinnoh. However, Ash & Goh go to the same place in order to do some research so Team Rocket decide this is their chance to get Pikachu, but know if they do then they disobey orders. However, the Team Rocket Elite Unit led by Giovanni's secretary Matori shows up and starts stealing everyone's Pokémon causing Jessie & James to conceal their identity and help Ash & Goh protect the area. Will they help recover the Pokémon or will their cover be blown?",[]
7696968,"Ash has decided to enter the Battle Festival in Kalos. Lots of Pokémon World Coronation Series participants are attending so Ash sees it as perfect to increase his rank. After winning many battles, Ash learns that his next match is against his old friend Korrina, who he last battled to win the Shalour City Gym Badge. Will Ash manage to defeat Korrina again?",[]
7805630,"Goh enters a Magikarp Jump tournament with his Magikarp, but feels he's unlikely to win as his Magikarp has got too fat. He decides to train his Magikarp so that he can win the tournament
Ash & Goh have gone to Slowpoke Island, an island filled with Slowpoke. However, a Slowking soon arrives and its Shellder attaches itself to Ash...","[('Magikarp Jump', 'FAC'), ('Magikarp', 'POKEMON'), ('Ash & Goh', 'ORG'), ('Slowpoke Island', 'GPE'), ('Slowpoke', 'POKEMON'), ('Slowking', 'POKEMON'), ('Shellder', 'POKEMON'), ('Ash', 'CHARACTER')]"
7814975,"Ash & Goh have returned to the Galar Region to watch an official Pokémon World Coronation Series match, between the Champion Leon and one of the Galar Gym Leaders, Raihan. With Raihan being listed as Leon's greatest rival. The battle between the two begins. Who will end up victorious?",[]
7814976,"Ash & Goh are still in Galar and encounter a timid Pokémon called Sobble. Sobble gets scared and starts to cry, causing Ash, Goh and the other Pokémon to cry too and, as it tends to turn invisible when touching water, its tears make it disappear so Ash & Goh lose sight of it. However, Team Rocket soon appear and have their eyes set on the Sobble. Will Ash & Goh be able to protect it?",[]
7814977,"As the day begins, Chloe's Yamper brings home an injured Pidove that it found. Chloe and her brother decide to help nurse it back to health and start to fall in love with it, however it soon becomes clear that Yamper isn't happy about the attention the Pidove is getting. What will it do?","[(""Chloe's Yamper"", 'ORG'), ('Yamper', 'POKEMON'), ('Pidove', 'POKEMON')]"
7814980,"After winning a World Coronation Series Battle, Ash shifts his focus completely on Riolu. However, with Ash continuing to pay no attention to anything other than Riolu, Pikachu starts to lose his patience and storms off. Mr. Mime follows Pikachu to try and get Pikachu to come back, but Pikachu is insistent so the two go on their travels to Pallet Town. Will Pikachu forgive Ash?",[]
7814981,"Chloe's brother Parker has come to Ash & Goh for advice. He says his friend feels bad because everyone keeps making fun of her favourite Pokémon, Feebas saying it isn't cute. Due to this, Parker's friend enters a Water-type Friendship Contest to make people notice it for what it really is, as Feebas is hiding a secret. Will they win?",[]
7814982,"Three years ago, Goh visited Azalea Town in Johto and met a young boy. The boy was searching for the Mythical Pokémon, Celebi so Goh decided to help him, but Celebi is a lot harder to find than they thought. At one point, the pair split up with the plan to meet back the next day but Goh's new friend never arrived. In the present, Goh returns to Azalea Town. Will he learn what happened?","[('Three years ago', 'DATE'), ('Johto', 'GPE'), ('the Mythical Pokémon', 'ORG'), ('Celebi so Goh', 'ORG'), ('Celebi', 'POKEMON'), ('one', 'CARDINAL'), ('the next day', 'DATE'), ('Goh', 'PERSON'), ('Azalea Town', 'PERSON')]"
7814983,"It's time for a Pokémon Trade Event in Vermilion City. Trainers from all over the world have come to take part. There, Ash & Goh meet a trainer from Sinnoh who describes herself as a Bug queen of Sinnoh and says she'd like to offer a trade for Goh's Pinsir. Goh is reluctant so instead decides to help the trainer catch a Pinsir of her own. However, when the trainer uses some Honey from Sinnoh to attract Pokémon, the results are not what they intended. Will Goh help them find a Pinsir or will he trade his away?",[]
7814984,"Ash and Goh are visiting the Fighting Dojo in Saffron City, where the Karate Master has just suffered a rough defeat at the hands of Bea, a stoic Fighting-type Gym Leader from the Galar region. Eager to raise his World Coronation Series ranking and continue his winning streak, Ash challenges Bea to an official battle. Ash’s Pokémon have trained hard, but Bea and her Pokémon prove to be an unexpected challenge. After Bea’s Hawlucha takes down Ash’s Farfetch’d, Riolu is eager to jump in; however, Bea’s intimidating Grapploct overwhelms it and wins…handing Ash his first Pokémon World Coronation Series loss!",[]
7814985,"Goh has caught lots of Pokémon so far! But what to catch next? Admiring the camaraderie between Ash and Pikachu, he decides to catch a Pikachu of his own. Coincidentally, Professor Cerise wants our heroes to research a Pikachu outbreak, so they’re off! When they arrive, Goh catches a female Pikachu, whose friends are digging Thunder Stones out of the nearby rocks. But Team Rocket arrives, and they manage to round up not just the wild Pikachu, but Ash’s Pikachu, too! Goh’s Pikachu knows just what to do, using a Thunder Stone to evolve into Raichu to rescue its Pikachu friends—who launch a massive Thunderbolt, sending Team Rocket packing!","[('Pokémon', 'ORG'), ('Cerise', 'PERSON'), ('Ash', 'CHARACTER'), ('Goh’s Pikachu', 'PERSON'), ('Raichu', 'POKEMON'), ('Pikachu', 'POKEMON'), ('Thunderbolt', 'PERSON')]"
7814986,"Ash is in a slump—after three straight losses, he’s dropped down a class in the World Coronation Series. Meanwhile, a mysterious whirling sandstorm has appeared in Mauville City, drawing people in with a strange singing noise. Ash and Goh investigate—inside, they discover a sprawling desert, and Goh catches a Trapinch and a Vibrava. They also find the source of the singing noise: a powerful Flygon! As Ash gets caught up in his own thoughts, Goh confidently defeats Flygon…and catches it, too! Then, when Goh reveals that his unconventional strategy was inspired by Ash, Ash starts feeling better and vows to train hard again so he can battle Leon!","[('three', 'CARDINAL'), ('the World Coronation Series', 'EVENT'), ('Trapinch', 'POKEMON'), ('Vibrava', 'POKEMON'), ('Flygon', 'POKEMON'), ('Ash', 'CHARACTER'), ('Leon', 'PERSON')]"
7814987,"Ash & Goh have gone to the Alola Region. It has been a while since Ash was last there so he takes the time to catch up with his old friends, Pokémon and his mentor, Professor Kukui. With his old friends throwing a party for him, Goh gets a bit nervous and eventually, Kiawe challenges Goh to a battle to see if Goh is a fitting rival for Ash. Goh accepts. Will Goh manage to win?",[]
7814988,"Ash & Goh have decided to attend the Great Fossil Pokémon Exhibit and Chloe has decided to go with them for her school research project. The three of them decide to join an activity where they'll be able to restore fossils into Pokémon if they find ones in good condition. Goh hunts like crazy until he finds an Old Amber, the fossil that can be restored into the Fossil Pokémon, Aerodactyl...",[]
7814989,"After his prior defeat against Bea, the Gym Leader from the Galar Region, Ash wants a rematch. Hearing she is in Cianwood City in Johto, training at the gym, Ash decides to go there to challenge her again. Bea accepts, with Cianwood's Gym Leader Chuck watching over. Ash & Riolu are wanting to truly overcome her Grapploct's power, but will he be able to get a win?",[]
7963637,"Just as Professor Cerise tells our heroes that the presence of a Legendary Pokémon has been detected nearby, thunder strikes, and Goh is certain that can mean only one thing: Zapdos! A blackout adds to that evidence, and when Ash and Goh visit the Power Plant, Goh is proven correct! After briefly (and unsuccessfully) joining forces with Team Rocket, our heroes battle the Legendary Pokémon! Of course, Goh tries to catch it, but it breaks free—and before flying away, it shares some of its electricity with the Electric-type Pokémon gathered nearby. Later, Professor Cerise shares his theory: Zapdos had been using the Power Plant to recharge its own electricity!","[('Legendary Pokémon', 'PERSON'), ('Goh', 'PERSON'), ('only one', 'CARDINAL'), ('Ash', 'CHARACTER'), ('Pokémon', 'ORG'), ('Cerise', 'PERSON'), ('Zapdos', 'POKEMON'), ('the Power Plant', 'PRODUCT')]"
7965512,"Meowth has a cold, so Jessie and James decide to practice their Pikachu translation skills by watching a video of Pikachu and guessing what it says! Jessie goes first, portraying Pikachu as a snob; James offers a friendlier version. They agree that Pikachu loves them, but Meowth’s not about to reveal the truth…

Then, Ash and Goh find a Marshtomp buried in hard, dry ground! Realizing that it had been playing in the mud when the ground dried out, our heroes decide to help as its friends look on. After some failed attempts, a Ludicolo appears; it uses Rain Dance to soften the ground…but then Marshtomp’s friends get stuck, too!","[('Jessie', 'CHARACTER'), ('first', 'ORDINAL'), ('James', 'CHARACTER'), ('Pikachu', 'POKEMON'), ('Meowth', 'POKEMON'), ('Ash', 'CHARACTER'), ('Ludicolo', 'POKEMON'), ('Marshtomp', 'POKEMON')]"
7965514,"Ash and Goh return to Galar to investigate reports of Pokémon Dynamaxing in unusual locations. When their train stops due to fog, they disembark and get separated. Each of them has a strange encounter with a mysterious Pokémon, then falls asleep. After awakening, Ash arrives on the scene of a rampaging Gigantamax Centiskorch—and Leon shows up to defeat it! The two of them set off to stop the rest of the out-of-control Dynamax Pokémon. Meanwhile, Goh runs into Sonia, and they head to Turffield to check out some ruins that could be associated with the ongoing crisis. Although our heroes are on separate paths for now, their journey continues!",[]
7965516,"While Ash and Leon battle the rampaging Dynamax Pokémon, Goh and Sonia seek answers about the legends of Galar and the Darkest Day. Then, Ash meets Chairman Rose, the president of Macro Cosmos. Rose supported Leon as a young Trainer, but when he makes a similar offer to Ash, our hero politely declines.

Meanwhile, Goh and Sonia share their findings with Sonia’s grandmother, Professor Magnolia. Professor Magnolia previously worked with Rose’s company to create the Dynamax Band, but she now fears that Rose is somehow involved with the rampaging Pokémon. When Goh and Sonia head out to do more research, they’re confronted by a mysterious man—what happens next?","[('Dynamax Pokémon', 'PERSON'), ('Galar', 'ORG'), ('the Darkest Day', 'DATE'), ('Macro Cosmos', 'ORG'), ('Leon', 'PERSON'), ('Trainer', 'ORG'), ('Ash', 'CHARACTER'), ('Magnolia', 'PERSON'), ('Rose’s', 'ORG'), ('Rose', 'PERSON'), ('Pokémon', 'PERSON'), ('Goh', 'PERSON'), ('Sonia', 'PERSON')]"
