id,overview_fra,overview_eng,overview_deu,overview_jpn
208635,"Sacha et ses amis quittent Lavandia, mais Sacha veut se rendre à l'Arène Pokémon de Vermilava, tandis que Flora souhaite participer à un Concours Pokémon à Autequia...","The gang begins on a journey to Fallabor Town, so May can compete in another Contest. In a field on rare Watmel Berries, Ash battles with the protecter of the Watmels to strengthen his Treeko and make it learn new abilities.
","Ash und seine Freunde sind auf dem Weg nach Laubwechselfeld zum nächsten Pokémon-Wettbewerb, als sie plötzlich ein paar herrlich reife Wassermelonen finden. Kurz darauf lernen sie die Melonenmeisterin Natasha kennen, die Ash zu einem Match herausfordert. In der Zwischenzeit macht sich Team Rocket daran, sich Natashas Melonenfeld unter den Nagel zu reißen, doch sie haben nicht mit ihrem Lektroball gerechnet, der ihnen die Suppe gehörig versalzt. Nachdem Team Rocket mal wieder einen Flug in die Umlaufbahn macht, geht der Kampf zwischen Natasha und Ash weiter. Ash versucht nun seinem Geckarbor die Kugelsaatattacke zu zeigen. Doch das stellt sich als ziemlich schwieriges Unterfangen heraus und Geckarbor verliert. Schließlich gelingt es Ash doch noch, Geckarbor dazu zu bringen, eine ordentliche Kugelsaatattacke vom Stapel zu lassen…","　キンセツでのジム戦を終えたサトシたちは、ハルカのポケモンコンテストのためにハジツゲタウンへむかうことに。一行はとちゅうの川でながれてきたスイカを見つけ、ひろって食べようとする。ところが、そこにサトシたちをスイカどろぼうだと思いこんだ少女ナッチがあらわれ、マグマッグとジュプトルでこうげきしてきた！
　なんとかナッチのかんちがいをといた一行は、ナッチのスイカ畑にまねかれた。そしてサトシとナッチは、畑のすみにあるバトルフィールドでダブルバトルをすることに。ところがそのバトル中、スイカをぬすもうとするロケット団があらわれて…。"
208636,Sacha et ses amis font la connaissance d'un nouveau Pokémon qui semble avoir été blessé. Ils le conduisent dans un centre d'aromathérapie...,"While resting next to Lake May, the gang spots a Volbeat and an Illumise practising for an upcoming dance contest. However a practice session goes wrong and Illumise suddenly vanishes.
","Auf ihrem Weg nach Laubwechselfeld legen Ash und seine Freunde am Maike-See eine kleine Pause ein, weil dort das Mai-Festival stattfinden wird. Dort treffen sie auf Romeo, der es nicht schafft, Julia seine Liebe zu gestehen. Darum versuchen sie ihm mit allen Mitteln zu helfen. Team Rocket ist natürlich auch in der Gegend und will sich die Pokémon Illumise und die Volbeat von Romeo und Julia unter den Nagel reißen. Es gelingt ihnen, Illumise mit einem Trick zu entführen, doch ihr Glück ist nicht von langer Dauer. Dank unserer Helden ist Illumise bald wieder frei und Jesse, James und Mauzi haben wieder einmal das Nachsehen. Außerdem findet Romeo endlich den Mut, Julia seine Liebe zu gestehen…",　サトシたちはハルカ湖とよばれる湖のほとりにある町へとやって来た。そこでは間もなく行われるというおまつりにむけて、ロミオはバルビート、ジュリエはイルミーゼと、それぞれのポケモンとともにダンスのれんしゅうにはげんでいた。ところがロミオは、バルビートへのしじをミスしてしまい、なさけないすがたをサトシたちに見せてしまうことに…。聞けばロミオはジュリエ、バルビートはイルミーゼにそれぞれ恋をしているらしく、目の前でダンスをするのは相手をいしきするあまり、ふだんの実力が出せないのだという。そこでサトシたちは、ロミオ＆バルビートの手だすけをすることにするが…。
208637,"Sacha, Flora, Max et Pierre font la connaissance d'un Draby qui ne rêve que d'une chose : apprendre à voler...","While walking through a mountainous area, the gang encounter a Bagon, who is attempting to realize its life long dream to fly in the skies.
","Ash und seine Freunde sind immer noch unterwegs nach Laubwechselfeld und treffen in den Bergen auf Michelle und Kindwurm, ihr Pokémon, das unbedingt Fliegen lernen will. Da es einen steinharten Schädel hat, ist Team Rocket stark an ihm interessiert. Sie wollen das Kindwurm ihrem Boss schenken. Sie versuchen das Pokémon zu entführen, stoßen aber dabei auf erhebliche Schwierigkeiten, da Ash und seine Freunde ihnen einen Strich durch die Rechnung machen. Schließlich erfüllt sich Kindwurms Traum vom Fliegen, und gemeinsam mit Geckarbor gelingt es ihm, Team Rocket in die Umlaufbahn zu befördern…",　ハジツゲタウンに向かうサトシたちはがけの斜面にある山道を歩いていた。そこで一行は突然(とつぜん)がけの上から飛び降りてくる不思議な“いしあたまポケモン”タツベイと出会う。サトシはポケモンの持ち主ミッチェルに会い、タツベイは“空を飛びたい”と思っている事を知る…。タツベイは進化してボーマンダになれば確実(かくじつ)に空を飛べるようになるので、早く進化させてあげようとサトシはバトルを始めることに。しかしバトル中にロケット団があらわれ、タツベイを連れていってしまう…。タツベイの運命は！？　はたして進化せずに空を飛べるようになるのだろうか！？
208638,"Sacha et ses amis se retrouvent dans un étrange royaume, où tout le monde semble être à la recherche d'un Togepi...","Misty arrives in Hoenn, however her reunion with Ash and Brock is cut short when an evil Colonel kidnaps Togepi with the help of Team Rocket.
","Ash und seine Freunde sind immer noch unterwegs nach Laubwechselfeld und treffen unterwegs auf Misty und ihr Pokémon, das Togepi. Kurz darauf wird Togepi von Jessie und James in einem Luftschiff entführt. Aber Ash und seine Truppe sind als Passagiere mit an Bord. Als sie in einem geheimnisvollen Königreich eintreffen, wartet dort bereits der verbrecherische Colonel Hansen, der das Togepi unbedingt braucht, weil er bei der anschließenden Krönungszeremonie die Nachfolge auf den Thron antreten will. Der jetzige König und seine Tochter Sarah erfahren erst jetzt von Hansens Plänen und geraten in arge Bedrängnis. Ash und seine Freunde tun alles, um den beiden zu helfen, doch Hansen und seine Komplizen versuchen mit aller Macht, sein Vorhaben in die Tat umzusetzen…","　ハジツゲタウンをめざすサトシたちは、とちゅうの砂ばくにあるオアシスで、カスミとトゲピーにひさしぶりに会うやくそくをしていた。カスミはオアシスのホテルでひらかれるトゲピー祭りにさんかしようとしていたのだが、実行委員（じっこういいん）にへんそうしたロケット団にだまされてしまいトゲピーはミラージュ王国という国へとさらわれてしまう！
　どうやら、ミラージュ王国にとってトゲピーは王さまをきめるのにひつようなポケモンだという。あとをおったサトシたちは、トゲピーをりようして王さまになることをねらう摂政（せっしょう）のハンゾウと出会い、バトルになるが…。"
208639,"Avec l'aide de la Team Rocket, le colonel Hansen met tout en oeuvre pour s'emparer de Togepi et ainsi devenir le souverain du Royaume du Mirage...","Cornered by Colonel Hanson and Team Rocket, the gang are amazed when they see Togepi's amazing power in defending them. After escaping, Togepi takes the gang to a dimension populated by unhappy Togepi which has caused the land to grow weak. However when Misty's Togepi is captured by Hanson in order for him to rule the Mirage Island, it leads to a confrontation during which Togepi undergoes the ultimate transformation...
","Ash und seine Freunde gelangen durch einen Zufall in das Togepi Paradies. Alle Togepi werden hier geboren, bevor sie ausziehen, um die Herzen der Menschen zu erobern. Das Togepi Paradies und das Mirage Kingdom haben sich immer gegenseitig beschützt und leben in einem empfindlichen Gleichgewicht. Doch jetzt geht es den dort lebenden Togepi und der Natur sehr schlecht, da das Gleichgewicht durch die Zustände im Mirage Kingdom gestört ist. Colonel Hansen gelingt es mit Hilfe eines geschwächten Togepi, das ein Symbol der königlichen Macht darstellt, den Königsthron an sich zu reißen. Er ruft sich zum König aus. Den alten König lässt er in Haft nehmen. Maike fordert Hansen zu einem Kampf heraus, doch ihr Flemmli ist zu schwach für Hansens Pokémon. Daraufhin greifen die Togepi aus dem Togepi Paradies in den Kampf ein. Mistys Togepi entwickelt sich dabei zu Togetic weiter. Misty setzt schließlich ihr Garados ein und gewinnt den Kampf. Der alte König wird befreit und Colonel Hansen aus dem Königreich geworfen. Die Togepi kehren glücklich in ihr Paradies zurück. Togetic verabschiedet sich schweren Herzens von Misty, weil es das Togepi Paradies beschützen will. Prinzessin Sarah übernimmt die Thronfolge von ihrem Vater und wird zur neuen Königin ernannt. Die Freunde versprechen Misty, die wieder zurück nach Azuria City muss, sie bald zu besuchen.","　ミラージュ王国のつぎの国王になろうとしているハンゾウのワナによって、宮殿（きゅうでん）へとやって来たカスミとサトシたち。 彼らは、そこで出会ったセーラ姫にたすけてもらい、トゲピーといっしょに国の外へだっしゅつしようとしていた。しかし一行は、ハンゾウのヌケニン、テッカニンにおそわれ、トゲピーをうばわれてしまう。
　まんまと国王になってしまったハンゾウは、トゲピーをりようして、蜃気楼（しんきろう）の先にあるトゲピーの楽園へとむかい、ふうじられていたキケンな力をときはなそうとするが…。"
208640,"Toujours en route pour Autequia, Sacha, Flora, Max et Pierre tombent à court d'eau en pleine traversée du désert...","After collapsing in a hot area, the gang find themselves in the company of the Winstrate family, all of whom are avid Pokemon trainers whose son Vito has left to become the Hoenn champion. Soon the whole gang are challenged to battle the various family members. Meanwhile Vito unwittingly joins forces with Team Rocket in their plans to capture Pikachu...
","Unsere Freunde sind auf dem Weg durch eine wüstenähnliche Gegend und stehen kurz vor dem Verdursten. In allerletzter Sekunde werden sie von Victoria und ihrem Pokémon Camerupt gerettet, die mit ihrer Familie als einzige in dieser kargen Gegend lebt. Auch Team Rocket ist in dieser Gegend unterwegs und leidet unter der Hitze und dem damit verbundenen Wassermangel. Vito, der Sohn der Familie, der vor zwei Monaten aufgebrochen ist, um Pokémon-Champion zu werden, findet sie. Er erzählt ihnen, dass er auf seiner Reise festgestellt hat, dass er eigentlich viel lieber Pokémon-Züchter werden will. Aber er traut sich nicht, das seiner resoluten Großmutter mitzuteilen, weil er sie nicht enttäuschen will. Ash und seine Freunde wollen sich für die Gastfreundschaft irgendwie erkenntlich zeigen. Die Großmutter bittet sie, gegen ihre Familie zu kämpfen. Vito beobachtet zusammen mit Team Rocket heimlich diesen Freundschaftskampf. Als Camerupt einen Treffer ins Gesicht bekommt, wird es wütend. Die Vulkane, die sich auf seinem Rücken befinden, brechen aus. Es ist außer Rand und Band. Völlig unkontrolliert stürmt es auf das Wohnhaus zu. Team Rocket flüchtet. In allerletzter Sekunde kann Vito Camerupt mit einer Regentanz-Attacke stoppen. Vito wird von seiner Familie nicht entdeckt. Doch seine Großmutter ahnt, dass Vito in der Nähe ist, und erklärt ihm, dass es völlig in Ordnung ist, wenn Träume sich ändern. Und wenn man seinen wahren Traum gefunden hat, soll man ihm folgen. Vito beschließt, diesen Ratschlag umgehend in die Tat umzusetzen.",　ハジツゲタウンにむかって旅をつづけるサトシたちは、食料がなくなってしまい、おなかをすかしたまま荒野（こうや）をさまよっていた。そんな彼らをすくってくれったのは、荒野を開墾（かいこん）してくらしているかちぬきファミリー。その一家の長男・リョウヘイは、ポケモンリーグのチャンピオンになるためにきびしい旅に出ているのだという。そして一家は、とつぜん、サトシたちと４ＶＳ４のバトルをもうしこんできた！　ひとクセもふたクセもありそうなこの一家とのバトル、そのけっちゃくは…!?
208641,Sacha et ses amis font la connaissance d'un nouveau Pokémon qui semble avoir été blessé. Ils le conduisent dans un centre d'aromathérapie...,"While training for the Pokemon contest in Fallabor Town, May encounters a Skitty, a Pokemon known for it's cuteness. While determined to add Skitty to her team, May notices that Skitty is upset at having lost it's scent and listening to Brock's advice, takes it to a Pokemon Aromatherapy center. However it isn't long until Team Rocket have their eye on Skitty, while Meowth falls in love with the cute Pokemon.
","Ash und seine Freunde haben Probleme mit einem Eneco, das anscheinend etwas krank ist und bringen es zu Elisa und ihrem Pokémon-Aromatherapie-Labor. Dort werden kranke Pokémon mit heilenden Ölen und Düften wieder gesund gepflegt. Team Rocket hat natürlich auch Interesse an dem Labor und versucht dort richtig abzuräumen. Sie wollen die Düfte ihrem Boss schenken, damit sie endlich die lang ersehnte Beförderung bekommen. Außerdem zeigt Jessie großes Interesse an dem Eneco und versucht mit aller Macht, es sich unter den Nagel zu reißen. Das scheint ihr anfangs zu gelingen, doch sie hat die Rechnung ohne Ash und seine Freunde gemacht, die dafür sorgen, dass die ganze Angelegenheit für sie und Team Rocket wieder einmal ein Schuss in den Ofen wird.","　ハジツゲタウンを目ざして旅をつづけるサトシたちは、草むらで元気のないエネコを見つける。なぜエネコがよわっているのかわからずなやむサトシたちだったが、かおりでポケモンをいやす「ポケモンアロマテラピー」のそんざいを本で見ていたタケシのかんがえで、「ポケモンアロマテラピー」のけんきゅうをしている「緑の館（みどりのやかた）」へエネコをつれて行くことに。
　館ではたらくアリサの作ったかおりにいやされ、元気になるエネコ。そのエネコをゲットしようと、バトルをしかけるハルカだったが、そこにロケット団があらわれ、館の香水（こうすい）をうばっていってしまう。"
208642,"La petite troupe croise le chemin de Nicolas, un vieil ami qui leur relate ses nombreux périples...","Still on the way to Fallabor Town, Ash and friends encounter their friend Nicolai, who now has a Zangoose in his team. However Team Rocket attack during the battle, but the plan to capture Pikachu is forgotten when Zangoose and Seviper begin a fierce battle stemming from animosity between the two species. When Zangoose is injured, Nicolai tends to his injured Pokemon, while Jessie turns Pokemon trainer to Seviper for the inevitable rematch...
","Ash und seine Freunde treffen auf ihrem Weg nach Laubwechselfeld einen alten Freund, Nicholai. Ash fordert ihn zu einem Pokémon-Kampf heraus, bei dem Nicholai auch sein Sengo zum Zug kommen lässt. Team Rocket ist wie immer natürlich auch in der Gegend und will sich Pikachu unter den Nagel reißen. Bald stellt sich heraus, dass Jessies Vipitis und Nicholais Sengo seit Pokémon-Generationen alte Erzfeinde sind. Sengo wird dabei in ziemliche Mitleidenschaft gezogen, aber dank Rockos Hilfe ist es bald wieder auf den Beinen. Mit Ashs Hilfe trainiert Nicholai mit Sengo, um auf den nächsten Kampf mit Vipitis vorbereitet zu sein und das macht sich bezahlt. Als Vipitis Zango wieder zur Schnecke machen will, setzt Sengo die Zickzack-Technik ein und es gelingt ihm, gegen Vipitis zu gewinnen.",　ハジツゲタウンをめざし、旅をつづけるサトシたちは、とある森で「短パン小僧（こぞう）」のキヨと再会をはたす。キヨは、前にサトシたちと会ったあとにトウカジムにチャレンジしたが、バトルにやぶれ、この森で一からしゅぎょうしなおしているところだった。キヨのしゅぎょうにつき合うことにするサトシたちだったが、バトルのとちゅうで、キヨのザングースのようすがおかしくなる。しげみの中でロケット団が出していたザングースのライバル、ハブネークのそんざいに気づいたからだった。２匹はバトルをはじめるが、じつりょくはハブネークのほうが上。ザングースは負けそうになってしまう。そこへ、サトシのヘイガニがたすけに入り、勝負はストップ。しかし、ザングースもハブネークもけっちゃくをつけようともえていて、２度目のたいけつがはじまることに。はたして勝負のゆくえは…!?
208643,"Sacha et ses amis rencontrent Maxx, un jeune garçon qui ne semble pas apprécier Max...","Stopping at a Pokemon Center on their way to Fallabor Town, the gang is surprised when a kid enters who looks like an older version of Max (they even have the same name). While the two boys don't get on at first, they are forced to work together to stop Team Rocket from catching Surskit, a Bug/Water Pokémon which can glide across water.
","Ash und seine Truppe machen auf dem Weg nach Laufwechselfeld bei einem Pokémon-Center an einem See Halt. Dort treffen sie auf Schwester Joy und einen Jungen, der ebenfalls Maxx heißt. Anfangs ist Maxx äußerst unfreundlich zu Ash und seiner Truppe und gerät mit Maxx ziemlich aneinander. Team Rocket erholt sich gerade von seiner letzten Niederlage und James will nun endlich zum entscheidenden Schlag ausholen und sich Pikachu oder ein anderes wertvolles Pokémon schnappen, um endlich ein standesgemäßes Leben führen zu können. Dabei haben er, Jessie und Mauzi ein Auge auf Maxxes Gehweiher geworfen, das sie ihrem Boss schenken wollen, um sich bei ihm lieb Kind zu machen. Sie versuchen nun mit allen Mitteln, das begehrte Pokémon zu schnappen, doch auch diesmal scheinen ihre Bemühungen wieder mal vergeblich zu sein. Ash, seinen Freunden und Maxx gelingt es in letzter Sekunde, das Gaunertrio aus dem Verkehr zu ziehen. Team Rocket ist wieder einmal baden gegangen…","　ハジツゲタウンをめざして旅をつづけるサトシたちは、美しい湖のほとりにあるポケモンセンターにとうちゃくした。そこで「マサトくん」という、マサトとおなじ名前の少年と出会うが、マサトとは気が合わずにケンカをしてしまう。
　ポケモンセンターを出たあと、マサトは湖のほとりでアメタマをかわいがるマサトくんを見つける。ふたりはまたケンカをはじめてしまうが、そこへアメタマをうばおうとするロケット団があらわれた。おどろいて森の中へにげこんでしまったアメタマをさがしているうちに、しだいになかよくなっていくふたり。そしてマサトとマサトくんは、協力し合ってアメタマをまもろうとけついする！"
208644,"Le groupe d'amis arrive enfin à Autequia, où Flora rencontre Grâce, une concurrente chevronnée qui lui donne de judicieux conseils pour le concours Pokémon..","The gang have finally arrived in Fallabor Town so May can compete in her next contest. May is excited about the prospect of her Beautifly winning the competition and a ribbon, while all Brock wants to do is meet the female coordinators. However the gang encounter Grace, another competitor in the contest who is going to use her Medicham, known for it's fighting and psychic abilities. Things become even more intense when May's rival Drew turns up with his Roselia announcing he is to enter as well...
","Ash und seine Truppe sind endlich in Laubwechselfeld angekommen und Maike kann es kaum noch erwarten, bei dem dortigen Pokémon-Wettbewerb anzutreten. Sie lernt die Pokémon-Trainerin Grace kennen und ihr wird ziemlich schnell klar, dass sie noch eine ganze Menge lernen muss, um bei einem Wettbewerb mithalten zu können. Team Rocket ist natürlich auch schon da, und sie haben eine völlig neue Geschäftsidee. Sie verkaufen gefälschte Pokeriegel, um zu Geld zu kommen und sich bei ihrem Boss beliebt machen zu können. Das scheint anfangs zu funktionieren, aber ziemlich bald gelingt es Grace, die Pläne des Gaunertrios zu durchkreuzen. Die drei wollen sich noch einige Pokémon schnappen und dann aus dem Staub machen, doch dank Graces Meditalis findet auch dieses Vorhaben ein jähes Ende. Inzwischen hat sie Maike und ihrem Papinella auch klar gemacht, wieviel Power eigentlich in den beiden steckt und Maike sieht ihrem Wettbewerb nun etwas gelassener entgegen…","　サトシたちはついにハジツゲタウンにとうちゃくした。そして、ハルカの２度目のちょうせんとなるポケモンコンテストがいよいよはじまろうとしていた。
　ポケモンセンターで、チャーレムをつれたコーディネーターのグレースと出会うサトシたち。グレースはハルカのためにいろいろとアドバイスをしてくれるが、それがぎゃくにハルカにはプレッシャーとなる。なんとかプレッシャーをはねのけようと、朝早くからアゲハントとれんしゅうをくりかえすハルカ。ちょうどそのころ、ポケモンセンターでは、シュウとサトシのバトルがはじまろうとしていたが…。"
208645,C'est avec enthousiasme que Flora entame son deuxième concours Pokémon. Elle semble prête à tout pour le remporter...,"The contest begins and May is more determined to win than ever. With Ash, Brock and Max cheering her on, May and Beautifly soon find themselves progressing to the battle rounds against Drew and his Roselia, Grace and her Medicham  and a disguised (and cheating!) Jessie from Team Rocket and her Dustox.
","Der Pokémon Wettbewerb in Laubwechselfeld ist in vollem Gange, und Jessie versucht mit linken Tricks auf den ersten Platz zu kommen. Die ganze Sache fliegt aber auf, und sie wird disqualifiziert. Maike schafft es, in die Endrunde zu kommen, und nachdem Drew gegen Grace verliert, stehen sie und Grace sich nun in dem entscheidenden Kampf gegenüber. Grace versucht mit ihrem Meditalis mit allen möglichen Attacken Maike und ihr Papinella aus dem Rennen zu werfen, was aber misslingt. Mit einer Frontalattacke von Papinella schafft es Maike, das Laubwechselfelder Band zu gewinnen.","　ハルカとアゲハントにとって二度目のちょうせんとなるポケモンコンテスト・ハジツゲ大会がついにはじまった。一次審査（いちじしんさ）では、ライバルのシュウ、グレースともにうつくしいワザをきめ、高いとくてんをたたき出す。そしてハルカとアゲハントも、れんしゅうのかいあって高とくてんを出し、二次審査へすすむことに。
　二次審査、ハルカのファーストステージのあいては、一次審査でいちばんのとくてんを出したなぞの女性ムサシーノ。はたしてハルカはムサシーノに勝つことができるのか？"
